Global frequency set at 1000000000000 ticks per second
      0: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffed0.
gem5 Simulator System.  https://www.gem5.org
gem5 is copyrighted software; use the --copyright option for details.

gem5 version 22.1.0.0
gem5 compiled Feb 22 2023 20:08:12
gem5 started Mar 15 2023 10:59:34
gem5 executing on rp09, pid 843937
command line: build/RISCV/gem5.opt --debug-flags=Registers configs/tutorial/two_level.py

64
Beginning simulation!
2317000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x16.
2317000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x58.
2319000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x58.
2319000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x5c390.
2319000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x5c3e8.
2321000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x5c3e8.
2323000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x21e74.
2325000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x21e74.
2378000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffff50.
2380000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7fffffffffffff78.
2382000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffff50.
2382000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7fffffffffffff60.
2384000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2384000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7fffffffffffff78.
2388000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x1.
2390000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2390000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x1.
2394000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7fffffffffffff60.
2396000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0.
2398000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0.
2402000: system.cpu.[tid:0]: Reading integer reg integer[29] (29) as 0x1.
2404000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2406000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x1000.
2410000: system.cpu.[tid:0]: Reading integer reg integer[3] (3) as 0x7c0f0.
2410000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x1000.
2416000: system.cpu.[tid:0]: Reading integer reg integer[27] (27) as 0.
2418000: system.cpu.[tid:0]: Reading integer reg integer[25] (25) as 0x1.
2420000: system.cpu.[tid:0]: Reading integer reg integer[18] (18) as 0x7d000.
2420000: system.cpu.[tid:0]: Reading integer reg integer[24] (24) as 0x10040.
2424000: system.cpu.[tid:0]: Reading integer reg integer[23] (23) as 0x1.
2426000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x7d000.
2426000: system.cpu.[tid:0]: Reading integer reg integer[22] (22) as 0x5.
2430000: system.cpu.[tid:0]: Reading integer reg integer[21] (21) as 0.
2432000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2434000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0.
2436000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0.
2438000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2440000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0.
2442000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0.
2495000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2497000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0.
2499000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0.
2501000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2503000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0.
2505000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0.
2507000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2509000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x1.
2511000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x1.
2513000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2515000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0.
2517000: system.cpu.[tid:0]: Reading integer reg integer[28] (28) as 0x7a000.
2517000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0.
2521000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2523000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x1.
2525000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x1.
2527000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2529000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x1.
2533000: system.cpu.[tid:0]: Reading integer reg integer[6] (6) as 0x7d000.
2533000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x1.
2537000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2539000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x1.
2541000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x1.
2543000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2545000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7fffffffffffff78.
2547000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x79fa0.
2547000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7fffffffffffff78.
2551000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xf.
2553000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0xffffffffffffffff.
2553000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xf.
2555000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2557000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x1089a.
2559000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2561000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x1092a.
2563000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2565000: system.cpu.[tid:0]: Setting integer register integer[18] (18) to 0.
2567000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2569000: system.cpu.[tid:0]: Setting integer register integer[19] (19) to 0.
2571000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2573000: system.cpu.[tid:0]: Setting integer register integer[20] (20) to 0.
2575000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2577000: system.cpu.[tid:0]: Setting integer register integer[21] (21) to 0.
2579000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2581000: system.cpu.[tid:0]: Setting integer register integer[22] (22) to 0.
2583000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2585000: system.cpu.[tid:0]: Setting integer register integer[23] (23) to 0.
2587000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2589000: system.cpu.[tid:0]: Setting integer register integer[24] (24) to 0.
2591000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2593000: system.cpu.[tid:0]: Setting integer register integer[25] (25) to 0.
2595000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2597000: system.cpu.[tid:0]: Setting integer register integer[26] (26) to 0.
2599000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2601000: system.cpu.[tid:0]: Setting integer register integer[27] (27) to 0.
2603000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffcb0.
2603000: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffd90.
2605000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x10406.
2609000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x7d000.
2613000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x7d000.
2615000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0x10040.
2619000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x10040.
2623000: system.cpu.[tid:0]: Reading integer reg integer[3] (3) as 0x7c0f0.
2625000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0.
2629000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0.
2682000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x10540.
2749000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffd90.
2749000: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffba0.
2755000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffba0.
2755000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x7ffffffffffffbe8.
2757000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffba0.
2757000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x10540.
2761000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffba0.
2761000: system.cpu.[tid:0]: Reading integer reg integer[8] (8) as 0x1089a.
2765000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffba0.
2765000: system.cpu.[tid:0]: Reading integer reg integer[9] (9) as 0x1092a.
2769000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x2275c.
2850000: system.cpu.[tid:0]: Setting integer register integer[17] (17) to 0xa0.
2856000: system.cpu.[tid:0]: Reading integer reg integer[17] (17) as 0xa0.
2856000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x7ffffffffffffbe8.
2856000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0.
2858000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0.
2860000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x2275c.
2862000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffba0.
2862000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0x7ffffffffffffc6a.
2864000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0.
2866000: system.cpu.[tid:0]: Setting integer register integer[6] (6) to 0.
2868000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0.
2870000: system.cpu.[tid:0]: Setting integer register integer[17] (17) to 0x9.
2872000: system.cpu.[tid:0]: Setting integer register integer[28] (28) to 0x2e.
2874000: system.cpu.[tid:0]: Setting integer register integer[29] (29) to 0x3.
2878000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x7ffffffffffffc6a.
2931000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x35.
2935000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x35.
2935000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x5.
2939000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x5.
2939000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0x5.
2943000: system.cpu.[tid:0]: Reading integer reg integer[17] (17) as 0x9.
2943000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x5.
2998000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x7ffffffffffffc6a.
3000000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x2e.
3004000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x5.
3004000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0x5.
3006000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x7ffffffffffffc6a.
3006000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0x7ffffffffffffc6b.
3008000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2e.
3008000: system.cpu.[tid:0]: Setting integer register integer[12] (12) to 0xfffffffffffffffe.
3010000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0xfffffffffffffffe.
3010000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xfe.
3012000: system.cpu.[tid:0]: Reading integer reg integer[17] (17) as 0x9.
3012000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfe.
3014000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0.
3014000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0.
3016000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0.
3016000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x5.
3016000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x5.
3018000: system.cpu.[tid:0]: Reading integer reg integer[6] (6) as 0.
3018000: system.cpu.[tid:0]: Setting integer register integer[6] (6) to 0x1.
3020000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x5.
3020000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x5.
3073000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x7ffffffffffffc6b.
3073000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0x7ffffffffffffc6c.
3081000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2e.
3081000: system.cpu.[tid:0]: Reading integer reg integer[28] (28) as 0x2e.
3085000: system.cpu.[tid:0]: Reading integer reg integer[6] (6) as 0x1.
3085000: system.cpu.[tid:0]: Reading integer reg integer[29] (29) as 0x3.
3089000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x7ffffffffffffc6c.
3091000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x31.
3095000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x31.
3095000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x1.
3099000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x1.
3099000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0x1.
3103000: system.cpu.[tid:0]: Reading integer reg integer[17] (17) as 0x9.
3103000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x1.
3107000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x7ffffffffffffc6c.
3109000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0x2e.
3113000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x1.
3113000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0x1.
3115000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x7ffffffffffffc6c.
3115000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0x7ffffffffffffc6d.
3117000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2e.
3117000: system.cpu.[tid:0]: Setting integer register integer[12] (12) to 0xfffffffffffffffe.
3119000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0xfffffffffffffffe.
3119000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xfe.
3121000: system.cpu.[tid:0]: Reading integer reg integer[17] (17) as 0x9.
3121000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xfe.
3123000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x5.
3123000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x500.
3125000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x500.
3125000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0x1.
3125000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x501.
3127000: system.cpu.[tid:0]: Reading integer reg integer[6] (6) as 0x1.
3127000: system.cpu.[tid:0]: Setting integer register integer[6] (6) to 0x2.
3129000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x501.
3129000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x501.
3131000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x7ffffffffffffc6d.
3131000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0x7ffffffffffffc6e.
3135000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0x2e.
3135000: system.cpu.[tid:0]: Reading integer reg integer[28] (28) as 0x2e.
3139000: system.cpu.[tid:0]: Reading integer reg integer[6] (6) as 0x2.
3139000: system.cpu.[tid:0]: Reading integer reg integer[29] (29) as 0x3.
3143000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x7ffffffffffffc6e.
3145000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x30.
3149000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x30.
3149000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0.
3153000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0.
3153000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0.
3157000: system.cpu.[tid:0]: Reading integer reg integer[17] (17) as 0x9.
3157000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0.
3161000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x7ffffffffffffc6e.
3163000: system.cpu.[tid:0]: Setting integer register integer[11] (11) to 0.
3167000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0.
3167000: system.cpu.[tid:0]: Setting integer register integer[14] (14) to 0.
3169000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x7ffffffffffffc6e.
3169000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0x7ffffffffffffc6f.
3171000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0.
3171000: system.cpu.[tid:0]: Setting integer register integer[12] (12) to 0xffffffffffffffd0.
3173000: system.cpu.[tid:0]: Reading integer reg integer[12] (12) as 0xffffffffffffffd0.
3173000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0xd0.
3175000: system.cpu.[tid:0]: Reading integer reg integer[17] (17) as 0x9.
3175000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0xd0.
3177000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x501.
3177000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x50100.
3179000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x50100.
3179000: system.cpu.[tid:0]: Reading integer reg integer[14] (14) as 0.
3179000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x50100.
3181000: system.cpu.[tid:0]: Reading integer reg integer[6] (6) as 0x2.
3181000: system.cpu.[tid:0]: Setting integer register integer[6] (6) to 0x3.
3183000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x50100.
3183000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x50100.
3185000: system.cpu.[tid:0]: Reading integer reg integer[13] (13) as 0x7ffffffffffffc6f.
3185000: system.cpu.[tid:0]: Setting integer register integer[13] (13) to 0x7ffffffffffffc70.
3189000: system.cpu.[tid:0]: Reading integer reg integer[11] (11) as 0.
3189000: system.cpu.[tid:0]: Reading integer reg integer[28] (28) as 0x2e.
3191000: system.cpu.[tid:0]: Setting integer register integer[15] (15) to 0x3.
3193000: system.cpu.[tid:0]: Reading integer reg integer[6] (6) as 0x3.
3193000: system.cpu.[tid:0]: Reading integer reg integer[15] (15) as 0x3.
3195000: system.cpu.[tid:0]: Reading integer reg integer[10] (10) as 0x50100.
3195000: system.cpu.[tid:0]: Setting integer register integer[10] (10) to 0x50100.
3197000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffba0.
3199000: system.cpu.[tid:0]: Setting integer register integer[1] (1) to 0x10540.
3201000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffba0.
3203000: system.cpu.[tid:0]: Setting integer register integer[8] (8) to 0x1089a.
3205000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffba0.
3207000: system.cpu.[tid:0]: Setting integer register integer[9] (9) to 0x1092a.
3209000: system.cpu.[tid:0]: Reading integer reg integer[2] (2) as 0x7ffffffffffffba0.
3209000: system.cpu.[tid:0]: Setting integer register integer[2] (2) to 0x7ffffffffffffd90.
3211000: system.cpu.[tid:0]: Reading integer reg integer[1] (1) as 0x10540.
